,Author,Bookmarks,Comments,Post stats,Tags,Title,Views
173,a-pichugin,21,1.0,7.0,"['Машинное обучение', 'Python', 'Data Mining', 'Big Data', 'Блог компании New Professions Lab']",Как мы выстраивали инфраструктуру данных в Wish,"2,6k"
174,ratijas,169,31.0,63.0,"['Ненормальное программирование', 'SQL', 'Python']",Своя СУБД за 3 недели. Нужно всего лишь каждый день немного времени…,"21,3k"
175,PatientZero,225,3.0,16.0,"['Разработка игр', 'Python']",Создание игр на Python 3 и Pygame: Часть 1,"35,7k"
176,m1rko,232,15.0,19.0,"['Разработка под Linux', 'Информационная безопасность', 'Python', 'Open source']",CoffeeMiner: взлом WiFi для внедрения криптомайнера в HTML-страницы,"22,4k"
177,Scorobey,91,19.0,42.0,"['Разработка под Windows', 'Математика', 'Алгоритмы', 'Python']",Расчёт сопел современных ракетных двигателей,"20,8k"
178,Richer_17,175,20.0,2.0,"['Настройка Linux', 'SQLite', 'Python', 'API']",Как я писал telegram-бота и заливал его на удаленный сервер,"14,2k"
179,P0rt,65,13.0,9.0,['Python'],Создание REST API на Falcon,"6,7k"
180,AlekSandrDr,71,,9.0,"['Разработка веб-сайтов', 'Информационная безопасность', 'Python']",OAuth аутентификация в приложении Flask,"3,7k"
181,AlekSandrDr,59,5.0,6.0,"['Разработка веб-сайтов', 'Python']","Мега-Учебник Flask, Часть 7: Обработка ошибок (издание 2018)","6,4k"
182,r_ii,146,5.0,29.0,"['Разработка под Android', 'Разработка мобильных приложений', 'Машинное обучение', 'Python', 'Open source']",Распознавание жестов движений на Android используя Tensorflow,"9,4k"
183,a-pichugin,50,3.0,17.0,"['Машинное обучение', 'Python', 'Data Mining', 'Big Data', 'Блог компании New Professions Lab']",Кто занимается машинным обучением и что сейчас популярно в Data Science? Результаты опроса среди пользователей Kaggle,"7,5k"
184,maxpy,64,4.0,14.0,"['Читальный зал', 'Python']","Pygest #21. Релизы, статьи, интересные проекты, пакеты и библиотеки из мира Python [1 января 2018 — 17 января 2018]","8,2k"
185,sahsAGU,10,,8.0,"['Разработка для интернета вещей', 'Python', 'Microsoft Azure', 'Блог компании Microsoft']",Кроссплатформенный IoT: Выявление неисправностей,"1,5k"
186,kkirsanov2,31,5.0,18.0,['Python'],Работа с форматом AVRO в python — библиотека fastavro,"4,4k"
187,pawnhearts,72,3.0,6.0,['Python'],Пишем многопользовательскую змейку на tornado,"4,9k"
188,Skolopendriy,298,41.0,64.0,"['Программирование', 'Открытые данные', 'Python', 'Data Mining', 'Блог компании Open Data Science']",Парсим мемы в питоне: как обойти серверную блокировку,"28,5k"
189,Batlab,656,103.0,54.0,"['Машинное обучение', 'Python']",Обучаемый Telegram чат-бот с ИИ в 30 строчек кода на Python,"75,6k"
190,cointegrated,283,17.0,86.0,"['Машинное обучение', 'Математика', 'Алгоритмы', 'Python', 'Data Mining']",Как обучть мдль пнмть упртые скрщня,"27,9k"
191,sahsAGU,25,,12.0,"['Разработка для интернета вещей', 'Python', 'Microsoft Azure', 'Блог компании Microsoft']",Кроссплатформенный IoT: Операции с устройствами,"2,9k"
192,ssh1,108,22.0,26.0,"['Разработка для интернета вещей', 'Программирование', 'Python', 'Google API']","OK Google, заведи мне машину","13,4k"
193,saipr,19,,11.0,"['Интерфейсы', 'Графические оболочки', 'Python', 'Open source', 'IT-стандарты']",Конструктор GUI Visual Tcl с поддержкой тематических виджетов,"2,9k"
194,AlekSandrDr,52,7.0,9.0,"['Разработка веб-сайтов', 'Python']","Мега-Учебник Flask, Часть 6: Страница профиля и аватары (издание 2018)","7,9k"
195,AlekSandrDr,49,4.0,8.0,"['Разработка веб-сайтов', 'Python']","Мега-Учебник Flask, Часть 5: Пользовательские логины (издание 2018)","9,4k"
196,brake,81,15.0,11.0,"['Разработка систем связи', 'Python', 'API']","Работаем со смарт-картами, используя Python (часть 1)","6,7k"
197,AlekSandrDr,62,5.0,13.0,"['Разработка веб-сайтов', 'Python']","Мега-Учебник Flask, Часть 4: База данных (издание 2018)","15,9k"
198,AlekSandrDr,53,9.0,13.0,"['Разработка веб-сайтов', 'Python']","Мега-Учебник Flask, Часть 3: Веб-формы (издание 2018)","14,8k"
